STID,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29
101010502,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101020101,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101020102,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101020201,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101020202,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101020203,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101020301,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101020302,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101020401,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101020402,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101020501,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101020502,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101030101,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101030102,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101030201,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101030202,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101030301,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101030302,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101030303,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101030401,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101030402,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101030501,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101030502,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101030503,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101030601,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101030602,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101030603,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101030701,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101030702,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101040101,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101040102,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101040201,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101040202,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101040301,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101040302,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101040401,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101040402,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101040501,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101040502,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101040601,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101040602,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101040701,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101040702,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101040801,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101040802,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101050101,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101050102,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101050201,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101050202,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101050301,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101050302,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101050303,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101050401,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101050402,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101050501,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101050502,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101050503,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101060101,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101060102,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101060201,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101060202,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101060203,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101060301,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101060302,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
101060303,0.002427459,0.002211332,0.004020691,0.006602049,0.006575823,0.00553894,0,0.002741814,0.000764608,0.000311852,0,0.007196665,0.010873795,0.010151386,0.013383985,11089.05273,7796.841309,10646.39648,-5.385165215,-0.088290215,3048.364746,12.48202229,238.4742126,238.4742126,0.737767994,-0.002352715,0.89022541,-0.002352715,-0.001376152,-0.002352715
