NAME,LONGDD,LATDD
MUNGUINISUBLOCATION,37.08,-0.82
MUNGUNIFOREST,37.88,-0.32
MUNGUVINI,40.15,-2.02
MUNJE,35.78,-0.23
MUNJITI,34.07,0.13
MUNONGO,34.12,0.37
MUNUJI,40.53,-2.47
MUNUNGA,36.85,-0.73
MUNUNGA,37.02,-0.7
MUNUNGA,36.63,-0.97
MUNUNGAFORESTGUARDPOST,36.82,-0.72
MUNUNGATRACK,36.8,-0.72
MUNUTHWA,36.73,-0.92
MUNYANI,40.08,-2.18
MUNYU,36.45,-0.78
KWABAMUBAKAR,40.08,-2.18
MUNYUESTATE,36.53,-0.85
MUNYUTHA,37.05,-0.77
MUNZOJO,33.98,0.1
MURA LAK,40.07,-0.15
MORAGARA,37.22,-0.43
MURAMBA,34.05,0.27
MURAN,37.75,2.05
FORTHALL,37.15,-0.72
FORTHALLDISTRICT,37.15,-0.75
MURANY,35.47,-0.78
MURARANDIAONE,36.93,-0.73
MURARANDIATWO,36.9,-0.73
MHONDI,36.88,-0.73
MURATHARA,34.12,-1.03
MURENGETI,36.63,-1.07
MURGIYENY,35.28,-0.92
MURGUSIAT,36.93,2.25
MURIMANDISUBLOCATION,39.58,-3.82
MURINDATI,36.03,-0.47
MURINDUKO,37.45,-0.57
MURINDUKOHILLFOREST,37.45,-0.58
MURINDUKOSETTLEMENT,37.43,-0.57
MURINDUKOSUBLOCATION,37.42,-0.6
MURIRANJA,36.97,-0.75
MURIURIU,37.05,-0.73
MURNGIYASUBLOCATION,34.35,0.03
MOROGO,35.48,-0.82
MURUAONDAMENYU,35.1,-0.92
MOROUARA,37.47,-0.72
MURUGISUBLOCATION,37.65,-0.25
MURUMBA,34.42,0.13
MURUMBASUBLOCATION,34.37,0.13
MURUMBASUBLOCATION,34.35,0.28
MURURI,37.38,-0.55
MURURI,37.37,-0.58
MURURIINI,37.18,-0.58
MURWONGOI,35.42,-0.82
MUSANYANDISI,34.08,-0.72
MUSANYASWAMP,40.2,-2.4
MUSHAMBA,37.05,-0.77
MUSLIMKARAI,36.62,-1.25
MUSOKOTO,34.33,0.5
MUSOKOTO,34.03,0.05
MOSGOLO,34.27,0.47
MUSOLI,34.07,0.2
MUSTUNIFARM,35.55,-0.3
MUTAMAYOLIMITED,35.78,-0.25
MUTARAKWA,35.23,-0.78
MUTARAKWADAM,35.25,-0.8
MUTARAN,36.18,0.47
MUTEI,36.7,-1.28
MONGE,38.1,-0.22
MUTEJEWAFOREST,38.07,-0.2
MUTHAIGA,36.82,-1.25
MUTHAMBE,37.65,-0.27
MUTHAMBELOCATION,37.73,-0.3
MUTHANGA,37.6,-0.25
MUTHANGARI,36.87,-0.63
MUTHARANGAFOREST,37.9,-0.27
MUTHEMBWA,37.08,-1.27
MUTHENGE,37.63,-0.28
MUTHEREGLADE,37.27,-0.38
MUDHERU,37.05,-0.77
MUTHIGA,36.68,-1.25
MUTHIGIRIRI,37.2,-0.73
MUTHUARI,37.8,-0.43
MUTHURE,36.68,-1.23
MUTHURUA,36.75,-1.02
MUTHURUAFARM,36.7,-1.02
MUTHUTHI,37.05,-0.6
MUTHUTHIINI,37.05,-0.6
MUTIBOKO,39.68,-1.47
MUTIBOKA,39.68,-1.47
MUTIGE,37.32,-0.47
MUTIGESUBLOCATION,37.32,-0.47
MUTINDUA,37.6,-0.25
MUTINDUA,37.6,-0.23
MUTIRA,37.23,-0.48
MUTIRALOCATION,37.28,-0.6
MUTHITHI,37.32,-0.73
MUTHIITHI,37.3,-0.73
MUTITO,37.25,-0.52
MUTUATILOCATION,38.98,0.42
MUTUINI,36.7,-1.3
MUTUINI,36.68,-1.3
MUTUINISUBLOCATION,36.7,-1.3
MUTUMBU,34.45,0.12
MUTUNDUSUBLOCATION,37.02,-0.6
MUU ZIWALA,40.07,-2.43
MUUATHI,36.78,-1.13
MUWERI,34.2,0.1
MUWERI,34.02,0.12
MUYAKA,36.72,-1.18
MUYUFWA,34.15,0.32
MVUVU,39.6,-3.95
MWABANI,39.47,-3.72
MWABAYANYUNDO,39.6,-3.82
MWABOGONKO,34.08,-0.6
MWAEBA,39.7,-3.57
MWAGA,39.7,-3.23
MWAHERA,39.68,-3.27
MWAHERASUBLOCATION,39.73,-3.28
MWACHIRUNGEBOMU,39.65,-3.93
MWACHIRUNJEYAPWANI,39.65,-3.95
MWAKOLO,39.65,-3.72
MAKUHENGA,39.78,-3.7
MAKUHENGA,39.82,-3.7
MWAKUNDE,39.62,-3.92
MWAKWALASUBLOCATION,39.48,-3.65
MWALERASUBLOCATION,39.58,-3.77
MWALIEHILLS,34.4,0.67
MWALILI,39.68,-3.52
MWALILO,39.62,-3.92
MAMBA,39.75,-3.88
MAMBA,39.77,-3.88
MWAMBANISUBLOCATION,39.52,-3.43
MWAMBONI,40.58,-2.47
MWAMLEKA,39.58,-3.73
MWAMLEKADAM,39.58,-3.73
MWAMTSUNGASUBLOCATION,39.62,-3.9
MANAMARE,39.53,-3.8
MWANAMWINGA,39.55,-3.75
MWANATHAMBA,40.2,-2.43
MWANDASUBLOCATION,39.55,-3.82
MWANDONI,39.63,-3.98
MWANDONI,39.68,-4.02
MWANDOWAPANYA,39.78,-3.92
MWANGAREME,37.65,-0.27
MWANGATHIESTATE,35.65,-0.43
MWANGATI,35.63,-0.43
MWANGEA,39.75,-3.22
MWANGONGO,39.68,-3.62
MWANGUDO,39.73,-3.4
MWANZAI,39.7,-3.85
MWANZENI,39.65,-3.82
MWARAKAYA,39.7,-3.8
MWARAKAYASUBLOCATION,39.7,-3.8
MWARANE,36.85,-0.78
MARENI,39.47,-3.85
MWARIRIE,37.48,-0.42
MWATHAINI,37.37,-0.65
MWASUMA,39.52,-3.87
MWAWESASUBLOCATION,39.62,-3.95
MWEAIRRIGATIONSCHEME,37.37,-0.7
MWELESUBLOCATION,39.57,-3.92
MWEMBEKAHISUBLOCATION,39.73,-3.77
MWEMBEWACHUNGU,39.75,-3.85
MWENGUMBI,37.95,0.02
MWERI,36.68,-0.98
MWERU,37.08,-0.65
MWERUALOCATION,37.28,-0.7
MWERUALOCATION,37.23,-0.77
MWETETA,36.72,-1.18
MWEZA,39.4,-3.68
MUEZACREEK,39.65,-4.08
MJIJO,39.57,-3.77
MWIKAMBA,36.57,-1.18
MUIMWAITHA,38.25,-0.08
MWIMBELOCATION,37.75,-0.25
MWIMUTO,36.73,-1.23
MWINA,40.07,-2.05
KINAKOMBE,40.18,-2.07
MWINASECTION,40.02,-2.07
MWINANEBAY,34.07,-0.98
MWIRIACOFFEEFACTORY,37.45,-0.43
MWIRITHIE,37.63,-0.38
MWITAFUBA,33.95,0.1
MWITAMISYI,38.73,-0.4
MITANI RAS,39.68,-4.07
MWITOTI,34.53,0.03
MWITWANGAA,37.92,-0.08
MWIYUNI,40.18,-2.05
MWOGAHENDI,40.02,-1.42
MWOKIOT,35.3,-0.93
MWONGESUBLOCATION,37.65,-0.35
MYARE,34.02,0.18
MYETHANI,38.1,-0.07
MYUNYA,34.28,-1.07
MSENZIISLAND,33.95,-0.43
NAAM,34.3,0.22
NABALAKI,34.08,0.02
NABEKORE,36.27,0.77
NABILOGOYN,36.05,1.15
NABUKA,33.97,0.08
NABUYATOMCONE,36.62,2.42
NACHU,36.58,-1.27
NACHU,36.62,-1.25
NAFSID,39.47,2.68
NAGESAMOTI,39.82,-2.13
NAGILENGOR,36.92,2.25
NAGORETI,36.02,0.82
NAGROKWE,38.05,1.42
BWA,34.52,-1.02
NAIPUKI,36.98,2.18
NAIROBA,36.82,-1.28
NAIROBIDAM,36.8,-1.32
NAIROBIHILL,36.82,-1.3
NAIROBIWEST,36.82,-1.3
NAISHI,35.98,-0.47
NAISEECHO,36.87,2.47
NAIVASHA,36.43,-0.72
ENAIPOSHA,36.35,-0.77
NAIVASHACLUB,36.42,-0.72
NAKI,34.95,-0.37
NAKA,37.85,-0.37
NAKOKOSUBLOCATION,36.03,1.07
NAKONYO,35.8,1.08
NAKURU,36.07,-0.28
NAKURU LAKE,36.08,-0.37
NAKURUDISTRICT,36.08,-0.03
NAKURUJUNCTION,36.02,-0.27
NALO,34.28,-0.87
NALAWURU,37.77,1.52
NALYU,34.18,0.4
NAMABUSI,33.98,0.07
NAMADEREMA,34.28,0.43
NAMAKBONGO,33.98,0.02
NAMALASIRE,34.32,0.32
NAMALO,34.08,0.15
NAMASALI,34.03,0.22
NAMASOLI,34.53,0.13
NAMATATOA,34.43,0.05
NAMAWANGA,34.43,0.75
NAMBA,35.53,-0.42
NAMBALE,34.1,0.13
NAMBALE,34.25,0.43
NAMBALE,34.23,0.05
NAMBARE,34.12,0.13
NAMBOBOTE,34.08,0.3
NAMBOYO LAKE,34.08,0
NAMBUKU,34.12,0.32
NAMBUKULUGALASUBLOCATION,34.07,0.32
NAMENYA,33.97,0.1
NAMINITSUBLOCATION,35.7,0.92
NAMISIDAM,34.12,0.1
NAMHURMA,39.82,-0.78
NAMORTAMA,36.98,2.13
NAMORUMAT,39.4,-0.65
NAMULAMIAISLAND,33.93,0.12
NAMWITHALA,34.2,0.37
NAMIASO,34.08,0.32
NAN,36.58,2.68
NANDEREMA,34.07,0.02
NANETISLAND,36.6,2.7
NANGA,34.73,-0.15
NANGENI,34.3,0.42
NANGINA,34.1,0.27
NANGINA,34.08,0.28
NANGININGINI,34.15,0.03
NANGOMA,34.15,0.35
NANGOSIA,34.1,0.27
NANIGI,39.9,-0.87
NANI,39.87,-0.85
NANIGIWEST,39.08,-0.85
NANJOGO,36.75,-1.03
NANYORI GOF,37.9,2.3
NANYUNGU,34.08,0.15
NAROKOMOM,36.78,-1.03
NAROKWE,36.02,0.55
NASAGUM,35.95,0.52
NASAIA,36.57,-0.97
NASEWASUBLOCATION,34.25,0.38
NASIBU,39.68,-3.48
NATAN,36.1,1.05
NAUDU,36.02,1.05
NAUDU,36.1,1.1
NAWOLO,34.13,0.35
NAIAHILL,34.3,-0.35
NAYA,34.3,-0.37
NAIABAY,34.28,-0.37
NAYASUBLOCATION,34.32,-0.28
NAZARETH,36.73,-1.13
NBOA,36.87,-0.63
ENDABIBI,36.27,-0.72
NDABIBIESTATES,36.2,-0.72
NDAGANI,37.65,-0.32
NDAGANISUBLOCATION,37.65,-0.32
NDAJERI,38.77,-0.07
NDAKAINI,36.08,-0.08
NDAKAINISUBLOCATION,36.08,-0.08
NDAMICHONI,35.18,-0.8
NDANAI,35.08,-0.08
NDANAI,35.1,-0.08
NDANAISUBLOCATION,35.08,-0.08
NDARAKWA,36.62,-1.22
NDARAPO,39.25,-2.13
NDARAWETTA,35.38,-0.68
NDARAWETA,35.37,-0.68
NDATANI,39.37,-3.65
NDATE,34.2,-0.2
NDAU,35.95,0.55
NDAU,36.05,0.57
CHIVI,34.12,-0.22
NDEGWE,34.37,0.1
NDEIYA,36.6,-1.12
KAMANGU,36.6,-1.23
NDEIYA,36.62,-1.27
NDEIYALOCATION,36.6,-1.13
NDEKWE,33.98,0.05
NDENDERU,36.75,-1.18
NDENGA,34.02,0.23
NDENGASUBLOCATION,34.02,0.25
NDERBOIWET,35.35,-0.57
NDERE,34.27,-0.32
BAROSENO,34.27,0.1
BAROSENO,34.37,0.13
NDERE,34.42,-0.65
NDEREISLAND,34.05,-0.22
NDEREMON,35.8,0.7
NDERI,36.65,-1.22
NDERIDAM,39.55,-3.77
NDERISUBLOCATION,36.65,-1.22
NDEROBOFALLS,35.35,-0.48
NDERU,36.6,-1.15
NDEYINIPOOL,38.9,-0.73
NDHIWA,34.37,-0.73
NDHIWA,34.4,-0.78
NDHIWA,34.53,-0.78
NDIANI,38.25,-0.08
NDIARA,36.05,-0.3
NDIGIRIA,39.53,-3.35
NDIGWA,34.32,-0.03
NDIKIRMAKANIT,36.95,2.15
NDIKIRNCHURA,36.95,2.08
NDIKIRNJORA,36.97,2.22
NDIKIROMUNY,36.97,2.1
NDILOIFARM,36.23,0.07
NDINDIRUKU,37.43,-0.72
NDIONI,36.6,-1.1
NDIRA,34.35,-0.05
NDIRINDERA,38.68,-0.05
NDIRU,34.52,-0.07
NDISI,34.35,-0.68
NDIUINI,36.58,-1.1
NDIUINISUBLOCATION,36.58,-1.1
NDIVI,38.9,0.12
NDIWA,34.28,-0.9
NDOINET,35.52,-0.43
NDOKI GOD,34.55,-0.63
NDONGORO,36.7,-1.23
NDONYU,34.22,-0.45
NDOR,34.2,0.23
NDORI,34.38,-0.07
GEM,34.52,-0.63
NDORISUBLOCATION,34.42,-0.03
NDUBAI,35.4,-0.88
NDUINISUBLOCATION,37.3,-0.53
NDUMA,36.58,-1.02
NDUMA,36.6,-1.18
NDUMARITHIE,36.72,-1.23
NDUMBENI,37.72,-0.32
NDUMBERI,36.8,-1.15
NDUMBERILOCATION,36.82,-1.15
NDUMBERISUBLOCATION,36.8,-1.02
NDUMBUINI,36.72,-1.25
NDUNDORE,37.52,-0.48
DONDUENI,37.32,-0.43
NDUNYU,36.72,-1.22
NDURA,40.07,-1.62
NDURARUA,36.7,-1.23
NDURIRE,36.78,-1.02
NDURIRI,36.72,-0.97
NDIRU,34.28,-0.9
NDIRU,34.28,-0.88
NDURU,34.35,0
NDURU,34.08,-0.22
NDURUMO,37.1,-0.63
NDUTUMI,37.05,-0.77
NDUTUMISUBLOCATION,37.05,-0.77
NDSOVANI,39.77,-3.58
NEEPE,36.92,2.2
NEMBURE,37.52,-0.47
NENDENGUI,35.22,-0.15
NEOKAMPI,36.57,-1.23
NESSUIET,35.88,-0.38
NESSUIET,35.88,-0.3
NESSUIETFORESTSTATION,35.9,-0.4
KISA,34.07,0.15
NGABABA,36.72,-1.22
NGAILA,34.9,-0.1
NGALANGE,38.02,-0.23
NGANDORILOCATION,37.45,-0.47
NGANGERABELIPLAIN,40.25,-1.05
NGAO,40.2,-2.4
NGAOANDGOLBANTISECTION,40.2,-2.4
NGAOLOCATION,40.02,-2.42
NGARARIGA,36.62,-1.08
NGARARIGA,36.62,-1.07
NGARATUGO,35.98,0.68
NGARIAMALOCATION,37.42,-0.53
NGARIAMASUBLOCATION,37.42,-0.6
NGARONI,35.63,-0.08
NGARO,37.28,-0.53
NGARU,37.08,-0.77
NGARUSUBLOCATION,37.28,-0.55
NGARUSUBLOCATION,37.07,-0.77
NGASOPLAIN,38.32,3.35
NGATAFARM,35.98,-0.27
NGEGE,34.03,-0.05
NGEGU,34.05,-0.05
NGEKENYI,37.32,-0.52
NGELEYOSUBLOCATION,35.87,1.47
NGEMAFARM,36.53,-1.08
NGEMWA,36.82,-1.12
GENDAMBURA,37.4,-0.42
NGENENET,35.25,-0.92
NGENIA,36.63,-1.12
NGENIAROAD,36.63,-1.1
NGENJERU,37.57,-0.43
NGENYA,36.77,-0.98
NGERE,34.48,-0.63
NGERE,34.45,-0.12
NGERE,34.58,-0.77
NGERERESUBLOCATION,36.97,-0.75
NGERESUBLOCATION,34.43,-0.12
NGERU,37.68,-0.25
NGESEDAIFARM,35.95,-0.12
NGETA,34.57,-0.37
NGENDA,37.08,-0.78
NGINDA,40.07,-2.07
NGINDALOCATION,37.08,-0.8
NGINDO,39.63,-3.93
NGIRA GOD,34.18,-0.87
NGIRI,34.15,-0.9
NGIRI,34.02,-0.9
NGIRIAMBU,37.38,-0.48
NGIRO EWASO,39.92,0.47
NGIROCHESUBLOCATION,37.3,-0.52
NGIA,34.37,0.03
NGOCHE GOD,34.03,-0.53
NGOCHI,36.77,-1.05
NGOCHO,35.25,-0.8
GOTHEYISLAND,34.18,-0.35
NGOMBEI,35.75,0.45
NGOMBENI,39.77,-3.73
NGOMBENI,39.78,-3.72
NGOMBEWELL,40.9,-1.72
NGOME,39.62,-3.82
NGOMENILOCATION,38.42,-0.08
NGONDA,36.93,-0.77
NGONG,36.88,-1.32
NGONGA,34.53,-0.97
NGONGFORESTSTATION,36.73,-1.3
NGONGGAMERESERVE,36.63,-1.05
NGONGINN,36.68,-1.32
NGONGNURSERY,36.73,-1.3
NGONGROAD,36.8,-1.3
NGONG,36.73,-1.32
NGORIKASETTLEMENT,36.23,-0.03
NGORIUNDITO,36.63,-1.2
NGOROME,34.12,-0.77
NGORONGOTEAFACTORY,36.73,-1.12
NGORORASUBLOCATION,35.82,0.9
NGORU,38.05,-0.28
NGOSORR,36.12,-0.28
NGOVIE,37.45,-0.42
NGOVIOSUBLOCATION,37.43,-0.42
NGUGE,34.42,0.02
NGUGUINEB,37.18,-0.55
NGUIRUBIGRAZINGAREA,36.58,-1.02
NGUKU,38.07,-0.05
NGUMEMALO,36.82,2.82
NGUGUINE,37.18,-0.52
NGUNYA,34.27,0.18
NGURE,36.68,-1.23
NGURUO,35.07,-0.88
NGURUWA,35.07,-0.88
NGRUWEIN,36.87,-0.8
NGUSERO,36.15,0.52
NGUTHIKA,37.68,-0.35
NGUTU,36.98,-0.63
NGUTU,34.05,-0.18
NGUUMO,37.9,-0.38
NGUVIUSUBLOCATION,37.43,-0.42
NGWATANIROFARM,35.75,-0.32
NGWENA,40.03,-1.45
NIAMADGI,34.48,-1.02
NIARA,36.73,-1.12
NIARA,36.78,-1.15
NINE LAGA,39.02,3.52
NIONGANI,36.72,-1.27
NITHI,37.78,-0.3
NITIGERSA,39.97,0.2
KWANJAGI,37.45,-0.43
NJAINA,37.68,-0.32
NJALAGOBE,34.07,0.23
NJALE GOF,37.78,2.43
BOMA,37.28,-0.57
NJEGA,37.32,-0.62
NJEGACORNER,37.28,-0.58
NJEGAFORK,37.28,-0.57
NJIKU,37.3,-0.43
NJIKU,36.73,-1.02
NJIRI,36.85,-0.77
NJIRUESTATE,36.95,-1.28
NJOGUINI,36.08,-0.38
KOYENI,39.77,-3.58
ENCHORRO,35.93,-0.37
NJUGUNIFOREST,37.78,-0.25
NJUMBI,36.95,-0.63
NJUNA,36.72,-0.98
NJUNOESTATE,36.78,-1.13
NJURI,37.6,-0.37
NGAMAPLAIN,36.47,-1.08
NOIWE,35.95,0.08
NOLEYE,39.18,0.47
NOMOTIO,36.07,1.08
KERICHWADOGO,36.8,-1.27
NAITAYUSENA,35.87,-0.07
NORTHEASTERNPROVINCE,40.25,1.03
GEM,34.48,0.1
NORTHHORR,37.07,3.32
NORTHKABAGEROAD,36.08,-0.38
NORTHKINANGOPWARD,35.47,-0.6
NORTHMARA,37.78,-0.27
NORTHMATHIOYA,37.12,-0.72
NORTHMOKOYETI,36.8,-1.35
NORTHMOORESTATE,36.82,-1.2
NORTHMUGAGA,36.62,-1.2
NORTHMYANGASUBLOCATION,34.37,0.55
NORTHNYAKACHLOCATION,34.9,-0.32
NORTHNYOKALLOCATION,34.57,-0.05
NORTHPOKOMO,39.47,-0.25
NORTHRURI,34.37,-0.52
NORTHTESOLOCATION,34.35,0.72
NORTHTHARAKALOCATION,37.97,-0.07
NORTHTHARAKALOCATION,38.02,-0.1
NORTHUGENYALOCATION,34.28,0.28
NORTHWAMONOSUBLOCATION,34.43,0.08
NOSUGURO,36.13,0.58
NTHAGAIYA,37.57,-0.47
NTHAGAIYASUBLOCATION,37.58,-0.48
LITTLENDHIWA,34.58,-0.77
NTHUNGUYAKITHERU,38.02,-0.02
NTONGONGA,34.8,-0.32
NTUGIFOREST,37.92,-0.2
NTUGISUBLOCATION,37.88,-0.2
NTUNGUROCK,38.15,-0.07
NTURI,37.62,-0.37
NUNJOROFARM,36.47,-0.63
NUR EL,39.98,1.87
NURIGUYO,35.73,0.68
NURMUM,38.25,3.05
NYABANGE,34.08,-0.52
NYABEDA,34.4,0.13
NYABER,36.88,3.58
NYABASAWA,34.42,-1.07
NYABISAWA,34.42,-1.07
NYABISAWAMISSION,34.42,-1.07
NYABITE,34.78,-0.08
NYABOLA,34.72,-0.55
NYABONDO,34.98,-0.38
NYABORO,34.02,-0.7
NYABUIYABUI,35.77,-0.48
NYACHAR,34.62,-0.6
NYACHENGE,34.63,-0.72
NYADHI,34.3,0.15
NYADHINGO,34.6,-0.62
NYADORERA,34.1,0.12
NYADORERASUBLOCATION,34.1,0.1
NYADUNGA,34.73,-0.35
NYADUONG,34.55,-1.05
NYADUYA,34.43,-0.93
NYADWAT,34.47,-0.98
NYAGACHUGU,37.02,-0.8
NYAGATUGU,36.87,-0.65
NYAGBONGO,34.78,-0.03
NYAGOKO,34.32,-0.18
NYAGOKOSUBLOCATION,34.28,-0.02
NYAGOMBRO,34.53,-0.12
NYAGONDO,34.42,0.05
NYAGORA,39.78,-0.27
NYAGOWA,34.07,-0.52
NYAGUDASUBLOCATION,34.23,-0.2
NAGWENAHILL,34.25,-0.88
NYAHERA,34.72,-0.03
NYAIDHO,34.97,-0.18
NAIKUNGU,37.25,-0.58
NYAIKUNGU,37.35,-0.68
NYAIROKO,36.37,-0.4
NYAITUGA,36.25,-0.03
NYAJANGA,34.53,-0.52
NYAKA,35.25,-0.77
NYAKACH,34.93,-0.38
NYAKACH,34.85,-0.03
KACHBAY,34.82,-0.3
NYAKAGERAISLAND,34.53,-0.02
NYAKAHURA,37.1,-0.7
NYAKAYEMBA,34.35,-0.57
NYAKBORO,34.45,-0.93
NYAKEMBENE,34.07,-0.82
NYAKEMINI,34.77,-0.07
NYAKHOBI,34.13,0.32
NYAKHOBI,34.13,0.3
NYAKIANGA,36.95,-0.65
NYAKIANGASUBLOCATION,36.93,-0.63
NYAKIHAI,37.12,-0.7
KIMANGU,37.32,-0.58
NYAKITHUCHIFOREST,37.25,-0.42
NYAKONGO,34.28,-0.28
NYAKOORA,34.08,-0.53
NAGUMSWAMP,36.62,-1.27
NYAKUNE,34.47,-0.6
NYAKUNE,34.35,-0.9
NYAKURU,34.05,-0.8
NYAKWA GOD,34.53,-0.62
NYAKWADHA,34.62,-0.6
NYAKWAK,34.07,0.3
KWAMBARIVER,34.38,-0.85
NYAKUERE,34.8,-0.35
NYAKWER,34.03,-0.43
NYAKWERI,34.02,-0.45
MAMEHERIA,34.52,-1.02
NYALALA,34.28,-0.47
NYALANI,39.65,-3.82
NYALANI,39.63,-3.8
NYALANISUBLOCATION,39.65,-3.82
NYALBIEGO,34.95,-0.25
NYALENDA,35.95,-0.15
NYALENDASUBLOCATION,34.75,-0.15
NYALENYA,34.15,0.28
NYALENYASUBLOCATION,34.15,0.27
NYALGUNGA,34.32,0.08
NYALEBRIDGE,39.68,-4.05
NYALIBUCHSUBLOCATION,35.98,0.57
NYALIECH,34.6,-0.05
NYALKINYI,34.05,-0.55
NYALUNYASUBLOCATION,34.8,-0.12
NYAMACHE,34.08,-0.78
NYAMACHORE,34.38,-0.27
NYAMADOR,34.52,-0.73
NYAMAGE,34.4,-0.97
NYAMAGESA,34.9,-0.08
NYAMAIRIRIA,34.48,-1.1
MANYIMANYI,34.73,-0.37
NYAMAJI,34.4,-0.48
KARATI,34.63,-0.72
NYAMANGA,34.1,-0.8
NYAMANGA,34.73,-0.55
NYAMANGA,34.35,-0.72
NYAMANGI,34.43,-1.1
NYAMANJA,34.42,-0.92
NYAMARAMBE,34.62,-0.82
NYAMARERE,34.58,-0.88
NYAMARUMBA,34.9,-0.37
NYAMASAKO,34.08,-0.78
NYAMASARE,34.27,-0.47
NYAMASEGE,34.68,-0.08
NYAMASIBI,34.93,-0.25
NYAMATOTO,34.27,-0.55
NYAMATUTU,34.07,-0.62
NYAMAURO,34.53,-0.68
NYAMAWIN,34.3,0.1
NYAMBARIA,34.92,-0.07
NYAMBENIRANGE,38.92,0.03
NYAMBIJA,34.53,-0.73
NYAMBUGORIDGE,35.03,-0.88
NYAMBUGOSUBLOCATION,35.32,-0.88
NYAMBURU,34.08,-0.52
NYAMAGOGINI,34.05,-1.02
NYAMGORE,34.05,-1.02
NYAMGUN,34.52,-0.13
NYAMILA,34.35,0.12
NYAMINDIEAST,37.32,-0.22
NYAMINDIWEST,37.32,-0.27
NYAMIOBO,34.07,-0.65
NYAMIRA,34.25,-0.08
NYAMNINIA,34.52,0.1
NYAMNINIASUBLOCATION,34.05,0.08
NYAMOME,34.45,-1.08
NYAMONGE,34.82,-0.08
NYAMNYE,34.15,-0.05
NYAMNYE,34.13,-0.05
NYAMONE,34.13,-0.02
NYAMUGA,34.55,-0.73
NYAMUGA,34.18,-0.4
NYAMUGA,34.55,-0.7
AMIMOS,34.8,-0.18
NYAMWARE,34.08,-0.73
NYAMWARESUBLOCATION,34.8,-0.02
NYAMWERU,36.7,-1.02
NYANANG,34.32,-0.72
NYANDARA,34.58,-0.58
NYADEKE,34.55,-0.52
NYANDETE GOT,34.6,-0.42
NYANDHIWA,34.07,-0.72
NYANDIWA,34.55,-0.62
NYANDIWA,34.42,-0.02
NYANDIWAONE,34.27,0.05
NYANDIWASUBLOCATION,34.48,0.07
NYANDO,34.85,-0.3
NYANDOLO,34.9,-0.42
NYANDUMA,36.73,-0.97
NYANDUMALOCATION,36.73,-0.97
NYANDUMO,36.7,-0.97
NUNDOWAT,34.22,-0.85
NYANGAO,34.62,-0.68
NYANGAO,34.58,-0.7
NYANGATI,37.35,-0.58
NYANGENISUBLOCATION,37.4,-0.43
NYANGERA,34.22,-0.08
NYANGERA,34.08,-0.07
NYANGETA,34.9,-0.05
NYANGI,37.9,-0.3
NYANGIELA,34.7,-0.53
NYANGINGA,34.38,-0.87
NYANGIOSUBLOCATION,37.15,-0.57
NYANGITI,37.05,-0.68
NYANGO GOT,34.73,-0.45
NYANGOMA,34.35,-0.02
NYAGOMA,34.2,-0.15
NYANGOMASUBLOCATION,34.13,-0.15
NYANGORA,35.1,-0.05
NYANGORE,34.57,-0.77
NYANGORI,34.73,-0.03
NYANGORES,35.23,-1.03
NYANGORI,34.43,-1.05
NYANGORO,40.03,-2.03
NYANGU,34.52,-0.72
NANGUNGU,34.25,0.25
NYANGWALANGOLASIMBA,40.2,-2.27
NYANGWANI,40.02,-1.25
NYANGWARE,34.82,-0.07
NYANGWESO,34.45,0.07
NYANGWESO,34.55,-0.47
NYANGWETHE,34.07,-0.65
NYANJA,37.37,-0.42
NYANJARA,37.47,-0.4
NJARA,37.42,-0.42
NYANJO,37.37,-0.42
NYANKONDO,34.1,-1.03
NYANKWARE,34.82,-0.07
NYANSAKIA,34.08,-0.53
NYANZAPROVINCE,34.05,-0.05
NYAORE,36.77,-0.6
NYAPERA,34.35,0.33
NYAPERADAM,34.35,0.35
NYAPIEDHO,34.23,-0.08
NYARA,36.68,-1.08
NYARACH,34.58,-0.73
NYARAGO,34.05,-0.93
NYARIBARILOCATION,34.92,-0.08
NYARODI,34.38,0.03
NYAROLI GOF,37.77,2.18
NYAROMBO,34.35,-1.12
NYARONGE,34.08,-0.92
NYARONGI,34.32,-0.78
NYASARE,34.47,-1.03
NYASARI,34.52,-1.1
NYASIONGO,34.47,-1.1
NYASOKA,34.58,-0.8
NYASORE,34.9,-0.48
NYASOTI,34.02,-0.07
NYATA,39.25,2.98
NYATAMBE,34.08,-0.77
NYATHUNA,36.68,-1.18
NYATHUNASUBLOCATION,36.7,-1.2
KINDU,34.48,-0.12
NYATIGO,34.05,-0.12
NYATINDO,34.77,-0.05
NYATUANI,34.07,-0.92
NYATURUBO,34.08,-0.77
NYATWORO,34.57,-0.52
NYAWARA,34.48,0.08
NYAWARASUBLOCATION,34.05,0.08
NYAWARASUBLOCATION,34.47,0.02
NYAWISO,34.43,-0.63
NYAWITA,34.65,-0.57
NYAWITA,34.42,-0.68
NYAWITASUBLOCATION,34.25,-0.1
NYENGA,34.1,-0.72
NYERI,37.95,-0.38
NYERISTATIONFOREST,37.9,-0.38
NYIBURA,34.2,0.43
NYIKIM,35.82,0.72
NYILIMA,34.38,-0.15
GOTNINYA,34.63,-0.68
NYIROKOFARM,36.37,-0.4
NYONGARA,36.72,-1.27
NYONIANG,34.32,-0.87
KONYANGO,34.27,-0.77
NYORE,39.47,-3.75
NYOREDAM,39.48,-3.77
NYOTA,35.7,-0.35
NYOTUANI,34.07,-0.92
